id,name,sport_type,start_date,distance_m,moving_time_s,elapsed_time_s,elev_gain_m,avg_speed_m_s,max_speed_m_s,avg_hr,max_hr,calories,visibility,private,gear_id,country,external_id,upload_id,polyline
15823426320,Evening Run,Run,2025-09-15T18:38:37Z,2035.8,879,931,31.6,2.316,8.05,136.6,166.0,,followers_only,False,,,garmin_ping_480658345290,16901017443.0,yje|FciqKBBn@AnA?z@CTId@_@P[FYIXQ\c@\e@N_@B}@BaA@KCFCdDCVEb@SHINWHS@IC?CLIR_@\MFIJ[BGFKBmBG[BECBAX?n@@vAEZGf@QRQLQDQAKGBGVe@j@]TK?m@H_A@i@CUGf@Q\CfAHl@?j@SVQHQH]E?K\c@f@QNIBMDy@J{BCBBf@?|A@f@EVMd@a@Pc@@KACIf@_@`@SFKHa@HsC@`AOzBIJE^UTUR_@@OCFCPa@x@g@\_@Je@@w@CaAD
15823426346,8km a 3:45,Run,2025-09-15T18:00:45Z,8288.9,1842,1842,135.4,4.5,5.66,167.3,174.0,,followers_only,False,,,garmin_ping_480658325220,16901017418.0,uje|FyhqKf@GhB?b@Gr@YJOTi@Dy@Ig@EG]a@MIq@IaCBG?e@T_@l@Gr@B^ZdBHFh@C~BAl@ONK^a@HSNu@?UG_@Sc@OM_@OWG}@ByAFWFMHMJIPIh@?h@BZHXFn@JRh@An@ElBAf@U\e@Nw@Cs@Wk@EGc@Ws@GeCDa@RUd@Iz@JdANp@FNDBZ?n@EbB?b@ILG\_@Na@DUEk@Oo@IQa@]GCg@Ag@BmACg@HEB_@b@Kh@?l@RrAFRFLLB|@M`BCh@ITGROLYLg@?SCQSs@QU[USEW?eCBOBSNQTMZE\?^BTVnA@FPJtAOx@@^ATEZQXWP]F]?SEg@GUOW[Wg@IsBBo@Fa@V[t@?J?t@Z|AHJNAVK`@EjA@n@Ad@SLKRYHU@QIo@So@S]MI_@IM?wCH[RKLMXG\?h@XfBFLrAIlA?XAHCl@SXYPc@D_@E]]_AQSUKi@?iCD]JMJOVEREr@VfBDRJHlBIjACTEd@YNURg@D_@Ai@K[KQSSOGWG_DFUD[RS`@Kf@?`@TdBFP`@Bj@GlBEn@OZSHMPm@F]A_@Oe@]e@WKOAuBDu@D_@PQRGNGRGj@BRZ~ANLpAE|@?f@CNEh@[R[J]Fw@Mg@O[SQWIOCi@@eCJMDMHOTMd@Ah@\tBJFjCAh@E^MZSJKRc@FU@]CWOe@ISQUOI]EcDJ[LMJQ\Ih@?^ZfBLRfAMpBCPCd@QLKHONi@Ba@Cm@Sm@KOUKOCQ?kAJyA@OFSPS\ERCt@PpAN`@J@~AK`A@VC^MLGX_@FOBQ?]O}@Qc@KK_@MUAyBDg@HYTINGPIh@@p@Np@Nl@F@d@Gh@ErBCTIb@YBGL_@Dg@E_@Oo@IMSQe@Iw@AqBFMDMJ[p@Gd@@\RpALX`BIhB?j@[^e@Jq@Ek@Oc@[a@EEg@GgB@_@Bg@JEB_@`@Or@AJBf@VzAHNNBh@I`CKVEd@YJMLWLs@Ei@I]GQSSSK_@G{CFe@PGDU`@ERC^@RRzADPHL
15823426318,Evening Run,Run,2025-09-15T17:16:57Z,2068.0,685,685,29.5,3.019,3.813,135.6,147.0,,followers_only,False,,,garmin_ping_480658263211,16901017366.0,ile|FglqKAi@Da@J]L[RQFEb@I|@?lADN@d@PXb@DJLn@Gz@Sj@k@n@c@HiB?g@Bo@OECOe@Iq@Au@@QLi@d@k@d@KdCAh@Dd@\Td@Ht@A`@Kd@k@t@IDg@JkC@m@EUUSaAAU@s@Lm@\e@ZMRExBAp@@b@VR^Pz@Ah@Mh@a@h@c@Vg@FuA@o@Bc@IUWKWKm@Cq@Lu@Xc@\UhCCd@@b@H`@ZRf@Bn@K~@Yb@[V]Hc@BuB@]GWYW}@Ec@
15804756180,Pau l'explorador,Run,2025-09-14T06:10:18Z,15371.4,5175,5924,327.2,2.97,5.28,140.8,159.0,,followers_only,False,,,garmin_ping_480109103006,16881550920.0,wxfzFcbtCKuDSw@EkAb@{@ZMd@w@PEr@bAA^u@x@Bd@d@dB`Ap@`CpCLz@DbBHNjAZN`@Dj@TZO^i@`@e@p@@Sf@s@nAaAdBoCbAo@T?bAr@h@xADdAW`DBVPZlBHh@cAp@K\QZa@vATZ`AHjAGh@q@p@Ib@D\x@h@Kn@cAfAUFy@KM\j@zBMl@MN]?[PLbBQtB?lAO~Af@rC@l@Kd@F|BQlABx@Ej@DrAG`BHj@?~Aj@tAr@ZTd@Af@e@dD?n@LpA`@tBZx@^jCYfBJfB@z@OvCp@|BXnD@fCv@v@Zp@PnB_Bv@e@t@@X^~ALlDBxDw@vBeAzEBh@Th@Hd@E`@gA`B_BhEz@b@hC^xEPfBS~D`AjAShANpDjCjBt@VZ`Af@xD~@|AB~B`Ad@KVfA`AbAt@`@xA`Cq@u@{@aBW?iAaAe@{A_@HkBs@aE[sBk@iA}@cBm@wDwCyAQe@DWb@KECSyDcAs@Da@NyEMqCg@iCmAmBwBqEgD]]U{@e@Y{BdBs@T}F}EsDgCe@g@iC_EcF_H}@}@o@mAc@wAoA}Bu@yBg@o@yBqBmA}AuAkCy@yBeBUs@RY@W_@?c@\WP_@K]kA[wCwC_@SMCWTKb@OpCQbAg@|Ay@pAoChBiEtAcGj@u@?aA}A[Wk@O_@FqAzB{Ad@_A~@kBpAkAb@}A^sB\OSBq@J]C]mAcAo@[m@y@~CjCRh@IxANFpFeBhCkA|@aAnAYz@_Af@aAXOn@HnA`Bh@RbGe@bB_@xEuBbA}@z@wAf@{ARyDPe@b@Ob@HxBhCfBp@HZg@z@Gb@NVvAMbBZX^rDlH~DxDlCdGp@nBtCbDzG|JlAxAvCnBlFrE^H~@k@t@y@v@a@HgBOoAsFiQUc@qAcAEOpAAJWKaB?mCPcAZ]F_@OoCXkBl@eA?q@k@wEg@oA@iHe@uEKq@k@aBEm@JeA`@_BAm@sAqDCg@JYZK^Jp@t@ZLLKHQg@kA?U`AaAJsAPQfAUd@{@PIr@EJ_@k@gDw@o@Ig@@{DsA_Hc@}DB}Bb@kBLqBn@gA\sBK]}@WWUSgCYy@yCoCa@m@g@kBPg@^QLU[k@e@^Ub@UnA]`@XfB@zA
15816520804,Morning run,Run,2025-09-14T08:07:00Z,700.0,212,212,0.0,3.302,0.0,,,,followers_only,False,,,,,
15795084855,Morning Run,Run,2025-09-13T08:57:41Z,473.8,200,200,6.1,2.369,2.667,125.1,130.0,,followers_only,False,,,garmin_ping_479802216489,16871352769.0,ske|FejqKKg@Em@Ai@BYJWNQRM^InC@h@FXPV^Ln@@d@Ol@]d@_@Z[F{ABkAE
15795085075,Morning Run,Run,2025-09-13T08:45:18Z,1004.5,514,558,0.0,1.954,8.133,124.5,153.0,,followers_only,False,,,garmin_ping_479802208614,16871353027.0,cse|FmhqKVOh@OdBGT@HB}@F_B@HGDB~@Kn@DX?E@_@?aC?GBB@JC`DEAB{C?AEDCd@B`AEv@?[DgCBE@d@E^?HAxACQBwBBe@@?DfAE
15795085044,Morning Weight Training,WeightTraining,2025-09-13T07:53:35Z,0.0,2963,2963,0.0,0.0,0.0,99.4,128.0,,followers_only,False,,,garmin_ping_479802194994,16871352879.0,
15795084883,Morning Run,Run,2025-09-13T07:19:26Z,5005.1,1730,1817,81.7,2.893,4.2,134.1,146.0,,followers_only,False,,,garmin_ping_479802180527,16871352691.0,kke|FsiqKZFb@Dp@@j@D`@?VEeAJ{ADMAg@QMYa@yCLMr@g@b@Kf@?d@BnAA`@LZZLZHx@If@M\o@f@cAN{BJWGW]Q_A@u@Jo@d@m@b@ItBAh@?`@HX^FPFj@EbAIPg@`@WJSBs@D{@@cAEYQIm@C}ATo@\]^Ez@ArA@RAJ@XRLNPh@Dn@En@Uh@]Vc@Hy@BoCCRAMIGGOi@Eo@?e@He@Va@^W\EbB@h@E^BVPZ`@Hn@Cp@Qh@[Zc@Zg@HwA@_AASIUa@My@?}@Jq@Za@^Mf@CzCFZTV`@Jl@Ch@Oj@Yb@_@Ze@FqC?{AqAXm@I_@Ho@Ze@ZQb@GfABlAAXD^^Pl@@n@ALOl@UXOLk@Pg@DmBGe@EOOOo@Cq@Fm@Vi@^YHCd@C|BEd@HVVRf@BdAMh@]h@]Tg@DcC@WEYWSo@Eo@Fy@Ra@^]\GvABhADZPTVPd@@h@Gf@GPGNa@Xg@Pg@Dy@?e@E_@E[OO]Km@Ag@Fq@PY^[VElD@`@RXj@Fj@Af@K\S`@UTe@LmDAYMOa@Ki@Am@@a@HY\c@b@S~B@t@BCAk@FwBAUBe@P[l@
15789476850,Night Run,Run,2025-09-12T19:00:20Z,1000.5,502,502,14.1,1.993,2.22,123.0,130.0,,followers_only,False,,,garmin_ping_479600421046,16865382345.0,mke|FajqKSy@Ae@@i@Nc@\]b@O`@@~AG^@b@PTXJ\Dl@Af@I`@OTa@\c@La@B{BA[KO]Mk@Gu@Fo@Xe@`@YXCpCA`@LTTNXHz@Ad@KZU\UPc@NmAFeA?]G[YKk@HN
15789476654,Evening Run,Run,2025-09-12T18:34:12Z,2087.2,948,1348,29.4,2.202,9.033,139.7,158.0,,followers_only,False,,,garmin_ping_479600418989,16865382167.0,mke|FsiqKFE@B`ACzA?BCk@AUDICU@i@BQC?BLE~BGNC?ESFsAD}@JDBvCCSF_ACy@BKA?ElB?RDBJEBEACC{@KSAY@MA^Gx@Cz@@FAODi@Bo@?UGM@GD~AId@?LD?BADMB_AA_@EW@QAREZAdBBJCCEWFo@CM@aABAArCBBCm@@ACQAc@@c@CSDPApA@v@GFGE?WJQB{@?_@ESDEAtC@HEWBOA_A@]A[BRAxBAF?BEEEWJyBBD@`A@bAGDAYDa@?SDI?
15789476664,8k a 3:45 (no s'ha anat ni un metre a 3:45),Run,2025-09-12T17:54:09Z,8069.5,1754,1754,136.6,4.601,5.557,166.4,172.0,,followers_only,False,,,garmin_ping_479600418230,16865382202.0,qje|FciqKLB`DAj@S^[TaAEq@Ke@[c@g@O{CBU@YP[n@Gp@Fr@Lz@JXLFp@EhA?p@Eh@S`@_@JOJe@?]Ii@Qa@[Y_@KgBAw@@ODWLQVGRE\AVNvAHh@JJpDE^KLIb@]JQNw@Ek@Kg@Y[OIWGQ?w@BoA?]DMFYXKZC^?j@NhAHZBFD@dAC|A?`@Cd@YTSNYHq@Gu@Oc@KMUOOEYEg@?kBBUHYTIPGRE^?`@PtAF\JFvAIpA@NA\I`@]JOHQHk@A_@CUQo@KMSOWEO?oB@q@BMFQPWl@CP?l@ThBBHDBF@bAGx@AVB`@Er@WLKLWJ[D_@Gk@Wk@e@]WGwB?o@@[POVOd@A`@@`@PtALVF@xAOXBp@Cf@Id@YJKJOJi@?u@Ke@OY[UYCgD@UHSRKPMf@El@B^VrAHLV?dAIpAE^Id@SLMHMJY@S?]ESMe@IQWW[Kq@CaA?y@DULSTQd@CTA`@Fh@P`AHNDBdBEr@Gp@Kb@SJIJMNm@@]M{@GQIMMI]MWCuB@i@DULSTQd@Cj@H`ALr@HNN@fAOdAEp@Gd@WJIR_@FQ@QCg@Mc@GOSSUMYEcCB_@B]TOTKXC~@Hr@R|@JJlAEbA?p@Gl@[JKRe@BUCm@Oi@ISMOUMQCi@AwAAi@DODMJKLQd@E^?VB`@ThALTbBEh@?z@ING`@_@Ra@Fk@?m@So@OUYKa@EkCBWBMFY\MZCT?p@RvAFRHLF@tAI`A?l@I\QRQJSDUDa@?WCWOe@SU[U_@Gg@?_BB_@HMHKLIPK\A`@Fv@NhAJLF@VCl@IxBEp@[HKTm@BUEm@K]c@m@UIe@AgCD_@LMJINK\Eh@B`@V`BBFJHnASn@@z@ELCb@UTUPg@BUAm@Oe@OYUQUI_DDWFWLKNMXEPE`@@TJx@Lr@JNN@t@KbBCh@Mh@_@NWJg@?SGi@Wo@MM]QYCkC@OBMFYXQ\E^?l@NbAH\LHl@KzB@XAf@STSPWJ]@m@Mi@MYMM_@QGA
15789476826,Evening Run,Run,2025-09-12T17:10:27Z,2013.1,585,585,30.2,3.441,4.0,140.0,149.0,,followers_only,False,,,garmin_ping_479600415478,16865382356.0,ale|FqjqKJSMSEW?c@D_@Pa@NQXQ`@Cd@@lBEVF`@`@Tl@Dt@ANOf@_@b@]Xs@HsCAKEUc@Ou@Cu@Jo@Te@^Sj@GnB@h@Hh@VLRFz@Cr@Wj@e@h@k@JwCAKC]UMm@GeAHo@Rc@f@]d@EnBAL?h@J`@`@FLJh@?r@Un@_@`@g@VQB}B?g@CICSQGMQ}@Ai@Ly@`@i@b@SfAAhBDb@TZb@Hz@Ip@Uj@KJe@Xc@LuBAs@EUEOw@
15779468066,Night Run,Run,2025-09-11T19:35:52Z,10013.4,3190,3738,27.5,3.139,6.694,134.0,148.0,,followers_only,False,,,garmin_ping_479268213996,16854774474.0,_o|{FialLEFLp@IHMd@@\Zf@XNRP?DE@w@QoAG{B[qIsByASyAYy@Y{@OaA[mBc@u_@wVc@oBk@aDYaAAKBCPCdBkBb@YbAmAlAkAf@W|@m@v@q@|@y@dBiAjA{@zBsBh@o@hAs@b@k@l@m@bBqAtBoA^_@r@_@z@]XUb@Mz@]tAq@hAOh@_@bDs@lDq@~Ba@FDDSv@QhAItASh@?nBm@h@GJMXMdB[zAe@lCcAhDaBNE|Aq@h@O^Q~@i@nA}@r@k@~AgBn@{@b@c@HQTIX}@jAoBd@o@rAoAfAuBxAcBn@eAlAeBZi@rBiCRKr@_Ch@eAl@o@NUF[V[`@y@hBmCTONi@z@aBVy@Jg@l@_B`@wAZ_@d@?Dw@b@kB@Ot@}BVk@d@_BnAkDLc@r@mB`@u@Tm@ETy@jBgBrEuBdGWl@Qj@In@y@jBSl@mDnIk@jA_A|Ay@bBSr@mBjCEJg@n@YHgAnB_@`@s@xAqAnB_AdBu@hAyAhBWn@W^{@|@a@h@wBhD[`@_@r@WR}@lA]`@cAv@oBlAc@\k@Xo@Nu@X{Ar@q@Vo@^u@V{B`A_Bd@uBf@_@Nu@P]Nk@DqAFg@Ng@FkAZeALcARa@BaB\c@FcAXgB`@}@j@YHo@Hc@HyDhBiB`A}@l@eAh@EJiAr@o@j@e@p@wBxAqL`LqAz@[Lq@|@kBdBs@j@Wd@_@\ERjAxDdAdETfARn@RxBLRBHAZnArDZt@d@?\Gl@CjAFb@Kb@E~@Fb@FjDdA\Fd@PtAXnDbAzCt@dALzG~AnATnBd@nAP`@Lb@FrA\REFSAW?e@MoA@k@
15767763715,Night Run,Run,2025-09-10T19:07:21Z,730.1,341,341,8.2,2.141,2.293,134.6,157.0,,followers_only,False,,,garmin_ping_478890804960,16842404642.0,cde|F{pqKZPX`@Jf@@d@M|@Y`@[Pi@LoBBs@CUOKWQcA@o@Fg@LWZYZIpBCl@@\HVPR`@Hf@Cr@Kh@Y\[T_@J}@@sAE
15767763950,"Fartlek, no puc seguir el ritme si doblo, hasta aquí la broma, 7 entrenos a la setmana i vaig que xuto",Run,2025-09-10T18:00:42Z,10239.3,2211,2211,166.8,4.631,5.7,171.6,189.0,,followers_only,False,,,garmin_ping_478890793165,16842404667.0,wje|F_iqKfC@l@Et@_@TSLYD]?g@Kk@O[c@YcEJOD]b@IRIh@Dr@N~@JZlCA|@K^QZWRk@Bq@Os@Ye@o@UwC?WH[VQd@E\@v@X|AHJzDGVGj@c@JMJg@Ai@Mq@M[]YUIq@C{BF]RKLQd@CZBr@X|AFH`EOr@]Zg@F]?i@Gi@Ua@[Sg@GqB?q@HUPS\GREf@@^NfAFZJHhEMVKXSXk@D[As@ESSc@]Ug@KiBAeAF_@XM\Gf@HhAPbAHJpCCx@E^M^c@L[Du@Kg@[i@i@]uDD_@VOZGb@AVDn@RlAHHpAG~@B|@Kp@_@Rc@De@Ag@Ia@MW]Wg@KmC?[DQFMNO\Gb@B~@PpAHN|DMd@KLE\]Ry@IaA[q@a@SmC?o@H[TWd@Kr@P~AH\HHzBCpAMp@]Va@Jg@Eu@Oe@g@g@c@G}CD[LY`@Mr@?l@RhAJ`@bAG|A?l@Gj@WRUPq@BYS{@Yc@]QkDAa@HMJU`@I^A`@R`BDTJNX@~@OnAA~@Sd@k@J[Bc@M}@IQYYi@Mo@?eBF_@J[ZOd@Cb@Bj@VvALLpAQxAC\IZOXYRm@B]C]Mc@]e@OGiCCeALOHYb@Kn@D|@Lx@FTHHxCIt@If@YVe@PkAOo@]c@g@QmC?m@JQLSXOl@?d@Hx@Px@HL`AIpBCZIb@SPST}@EaAO]SUWO}C@m@Hc@b@Oj@B|@XxAHJxAKjA?~@ORONWLg@Ba@Ik@KWKQ]UUGc@?eCFODYXMXIf@?b@F^Lr@L\`AIdBAv@Ob@]Re@Fa@Eu@Qe@k@]aACuBHODYRKPMXE`@Dx@TjAHLHDhE]VKf@g@Lw@Gu@M]SYWMeAEeCJUNKNM\G`@@p@ZxALJ~AO`A?l@Md@[PUFOHq@E]Uo@KOc@U}DHc@\OXGf@?^Hj@TbAJH~@OtBCd@M^UNULm@?[Ge@We@k@]aEF[TINIPGd@?t@TnAJRhESl@U\g@Ls@Ek@Wk@a@]m@EwB@o@HWTS\Gd@@r@Hj@Ln@TRb@OvB@h@I`@Q\c@Ps@Am@Qi@]c@k@MaDFc@TMPM\G~@Df@R`A
15767758968,Evening Run,Run,2025-09-10T17:13:59Z,2005.8,641,641,29.2,3.129,3.557,154.2,173.0,,followers_only,False,,,garmin_ping_478890719871,16842399468.0,uke|FakqKKq@?e@BWHYPUTSRGzBC\@d@D`@\Rh@Fp@?LKh@Yj@a@Xc@H_CFc@C]YOm@Kq@Bw@Pg@d@e@f@IhCBZD\RVh@HdASt@_@f@_@RKBg@DkBBg@AMEOUQ_AAu@Hs@DMb@g@`@Kt@?xAAj@H\ZRf@Fx@Kl@KV[\s@VwBFk@CWEMQSaAGe@@e@Rq@f@e@d@GlCCTBTJNLTd@Ft@Kv@[j@]Vg@Ji@Dw@@cACKES_@Om@CU
